lat,long,patch_length,duration,start_time,end_time,mac,rsi,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,speed,loudness,vehicle,route,human_made,natural_land,high_way,two_way,one_way,water,park,school,medical,other_poi,patch_path,Trail_type,trail_no,POI_open,DayOfWeek,DayOfMonth
23.552294067391305,87.29682786956523,301.01874398496125,45,02/08/2019 12:53:24,02/08/2019 12:54:09,197.0,1.313917872270912,107.64012,25.641035,6.740945,3.8501515,2.3986478,6.689305407022904,-19.903005361557007,bike,route1,0.0441584543300346,0.6909817998354086,0.0,0.1005082481772954,0.007824292525981,0.0,0.0,0.1565272051312802,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_0.png,2019,0,5,4,8
23.554904493793103,87.29804297517241,303.11561014772553,28,02/08/2019 12:54:10,02/08/2019 12:54:38,7.0,0.8168885723447854,105.89162,23.57985,8.920302,5.371892,3.7615461,10.825557466613208,-12.15660572052002,bike,route1,0.009992472557924,0.8235766103349298,0.0,0.134927331232267,0.031503585874879,0.0,0.0,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_1.png,2019,0,5,4,8
23.56216068842105,87.2782212968421,304.3879105526848,57,02/08/2019 13:00:21,02/08/2019 13:01:18,187.0,1.630447569297124,102.68669,24.624811,7.960509,2.9852452,2.0924554,5.340138772257384,1.6523583233356476,bike,route1,0.3777579938513896,0.3607944951955758,0.0,0.053127151684728,0.1365324819422943,0.05945118608537,0.0,0.0123366912406422,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_2.png,2019,0,5,4,8
23.55988289127273,87.27647243727272,305.3904662881345,54,02/08/2019 13:01:19,02/08/2019 13:02:13,192.0,1.5534721969576502,103.33289,24.3067,4.690007,3.6954181,2.0214963,5.6553789948629,21.64487361907959,bike,route1,0.3785168957047069,0.3927283188386554,0.0,0.0554161410962844,0.1732235721082564,0.0001150722520967,0.0,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_3.png,2019,0,4,4,8
23.55786072209302,87.27500559767442,301.4026757873369,42,02/08/2019 13:02:14,02/08/2019 13:02:56,199.0,1.207025472228514,88.234245,18.045065,14.396945,11.716375,5.1190543,7.176254168326463,20.868995189666748,bike,route1,0.3688336596122658,0.4152035671199218,0.0,0.053833814281737,0.1618859069596843,0.0,0.000243052026391,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_4.png,2019,0,4,4,8
23.555632532391304,87.27365249086957,300.74557065578455,45,02/08/2019 13:02:57,02/08/2019 13:03:42,417.0,1.298491604636637,96.09892,24.609646,11.46533,4.734962,3.7897344,6.6832348886102455,15.147517919540403,bike,route1,0.3422672016617178,0.4409957496259762,0.0,0.0538228202535583,0.1557219916822605,0.007192236776487,0.0,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_5.png,2019,0,4,4,8
23.553374390625,87.27221268062499,303.8858481472558,47,02/08/2019 13:03:43,02/08/2019 13:04:30,148.0,1.33590558694197,96.32493,21.62568,10.739536,5.874991,1.3088943,6.465656329801918,18.20838212966919,bike,route1,0.213803337270222,0.5184319934933181,0.0,0.053567643101576,0.113395371776402,0.1008016543584818,0.0,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_6.png,2019,0,4,4,8
23.5508896445,87.27082040425,307.088906734382,39,02/08/2019 13:04:31,02/08/2019 13:05:10,119.0,1.0876706328261656,100.60246,24.399454,10.309097,4.209119,3.6211078,7.874074511460883,13.01146388053894,bike,route1,0.2313876174202516,0.5881194167279037,0.0,0.0582608079752808,0.0944851216035555,0.0277470362730081,0.0,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_7.png,2019,0,4,4,8
23.549068128181812,87.27151381575757,303.3288246785418,32,02/08/2019 13:05:11,02/08/2019 13:05:43,12.0,0.886322225422707,110.86625,29.358803,7.9155917,4.490859,2.1204371,9.479025741582475,-16.420903205871582,bike,route1,0.0944207288498078,0.6121179588115505,0.1018634492983308,0.0,0.1309441646856335,0.0606536983546773,0.0,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_8.png,2019,0,4,4,8
23.547669033428573,87.27391408285713,311.09410959687153,34,02/08/2019 13:05:44,02/08/2019 13:06:18,39.0,0.9170001472822904,106.221504,23.120365,2.9814668,1.5826184,1.4678148,9.149826725937908,0.5250922217965126,bike,route1,0.1393718583340072,0.6580803330112749,0.1031551796788211,0.0,0.0993926289758967,0.0,0.0,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_9.png,2019,0,4,4,8
23.5461143664,87.2767237672,302.1675928817349,24,02/08/2019 13:06:19,02/08/2019 13:06:43,38.0,0.6662445586527902,112.1926,29.688696,5.8454385,3.4345942,0.8075362,12.590316317612634,-24.148218631744385,bike,route1,0.123424495667363,0.6132564989553722,0.1048737884029181,0.0,0.1518435113196561,0.0066017056546905,0.0,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_10.png,2019,0,4,4,8
23.54472754769231,87.279251755,302.63300566416984,25,02/08/2019 13:06:44,02/08/2019 13:07:09,39.0,0.6961062510114051,112.44702,33.906796,7.5340247,4.0781736,-0.13452756,12.105320178145512,-27.29113340377808,bike,route1,0.1248578672079644,0.7122558474483478,0.103325275632333,0.0,0.0595610097113546,0.0,0.0,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_11.png,2019,0,4,4,8
23.555330166923078,87.29551423307693,307.41259344854586,25,02/08/2019 12:54:39,02/08/2019 12:55:04,0.0,0.7142339255737532,118.82288,31.598913,11.54705,10.032413,4.4534264,12.29650368875582,-33.10769319534302,bike,route1,0.0009927716379091,0.9556411581788794,0.0,0.0,0.0433660701832114,0.0,0.0,0.0,0.0,0.0,./Trails/TW/Two_W_2019_DATA_12_53_22_99/patches/img_300_12.png,2019,0,5,4,8
