lat,long,patch_length,duration,start_time,end_time,mac,rsi,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,speed,loudness,human_made,natural_land,high_way,two_way,one_way,water,park,school,medical,other_poi,Trail_type,trail_no,POI_open,DayOfWeek,DayOfMonth
23.549834817830188,87.29520189603772,1004.1024462120436,105,02/07/2019 16:35:29,02/07/2019 16:37:14,273.0,0.770493937600593,99.48241,26.826908,13.485563,8.328664,5.828293,9.562880431007198,-10.66610336303711,0.0752735916756368,0.5600111380217677,0.0,0.0284669895945461,0.0615334589163975,0.0032647859107762,0.0165795807917713,0.254133775864131,0.0,0.000736679224973,2019,0,5,3,7
23.555191510957457,87.29437797829787,1006.9910532675552,93,02/07/2019 16:37:15,02/07/2019 16:38:48,25.0,0.7090197394423714,100.790985,29.213243,11.250453,7.0483713,6.330046,10.827860776180314,-11.324465274810793,0.0651296104642535,0.6802241910733035,0.0,0.0268492100908522,0.0949175718393773,0.0032813489029926,0.0027227494961523,0.1268753181330683,0.0,0.0,2019,0,5,3,7
23.557697239363637,87.28590630936364,1005.710700547224,109,02/07/2019 16:38:49,02/07/2019 16:40:38,79.0,0.8137325564632819,93.09923,24.988306,10.0462885,6.7454686,5.297207,9.22670366628031,6.791406869888306,0.1612133864645492,0.5726335262514771,0.0,0.0,0.1956560120304105,0.0,0.0146465757158543,0.0558504995377088,0.0,0.0,2019,0,5,3,7
23.56277814948276,87.28056451850576,1000.9112285701818,173,02/07/2019 16:40:39,02/07/2019 16:43:32,367.0,1.3120228432382015,75.01931,19.178246,8.607918,8.225561,7.0400295,5.785614034633644,21.477174758911133,0.2313638858310807,0.5504902393711815,0.0,0.017560536716303,0.1776894956141042,0.0179528386097609,0.0,0.0024551395885048,0.0024878642690646,0.0,2019,0,5,3,7
23.556878242301583,87.27456784880954,1001.3730590873872,125,02/07/2019 16:43:33,02/07/2019 16:45:38,903.0,0.949230557534648,82.1813,23.239847,14.180241,8.11632,7.7894654,8.01098446629031,20.291876792907715,0.2874146228067484,0.4642327877479792,0.0,0.0163272026952637,0.1907339815354415,0.0412692083550593,2.2196859507601013e-05,0.0,0.0,0.0,2019,0,5,3,7
23.55003220655737,87.27185749942623,1001.4754347250916,121,02/07/2019 16:45:39,02/07/2019 16:47:40,286.0,0.9124070927299248,85.36203,23.29078,10.759445,7.2640705,6.26657,8.276656478491123,13.724815845489502,0.1495019094761141,0.6392348926742736,0.030416056641336,0.0148850053837156,0.1326741186586414,0.0332880171659191,0.0,0.0,0.0,0.0,2019,0,5,3,7
23.544548068988767,87.27951621651685,1000.9810388633296,88,02/07/2019 16:47:41,02/07/2019 16:49:09,146.0,0.6730139639644961,101.228294,28.801947,11.225049,7.8117385,6.324391,11.374784519611945,11.064562797546388,0.1486204217587703,0.6666554241080774,0.0322777733841341,0.0,0.1379973669152435,0.0143772940634638,7.171977031065128e-05,0.0,0.0,0.0,2019,0,5,3,7
23.54118113645455,87.28754182800002,1004.6184980561555,109,02/07/2019 16:49:10,02/07/2019 16:50:59,94.0,0.810269776086344,97.803246,27.937887,10.470708,7.4711404,6.2800965,9.216683459949424,1.510867029428482,0.1237274345892208,0.6421587574703186,0.0311427864244758,0.0282876834782058,0.118205277808776,0.0024527473511911,0.0072667273932724,0.0467585854845392,0.0,0.0,2019,0,5,3,7
23.545847054625,87.29213583512501,540.6396125696266,79,02/07/2019 16:51:00,02/07/2019 16:52:19,288.0,1.122364693111393,88.61287,23.421516,9.243607,6.4527164,4.8898644,6.843539390952819,-13.87000560760498,0.1119364962100396,0.4502961679646087,0.0,0.0261880994223941,0.0867647686460423,0.0,0.0133401166995826,0.2979317909106669,0.0,0.0135425601466657,2019,0,5,3,7
23.549001170721645,87.29454659608247,1005.0364247378582,96,06/15/2018 11:31:38,06/15/2018 11:33:14,427.0,0.9412413948330238,115.52156,43.98592,10.399208,5.5280685,2.9276555,10.469129413447346,-18.4258496761322,0.083915756337949,0.4917858682006408,0.0,0.0284386066817815,0.0710281249414454,0.0032734358897487,0.0166235080290056,0.2914976859225393,0.0,0.0134370139968895,2018,1,5,4,15
23.55493543142857,87.29603673369047,1007.047335519726,83,06/15/2018 11:33:15,06/15/2018 11:34:38,69.0,0.8047929883833855,127.18016,33.275364,11.67872,3.4221063,2.2536964,12.133100413330313,8.146265745162964,0.058051746531477,0.7389828010342723,0.0,0.0360581239450782,0.0641665519470414,0.0032676388905514,0.0004204723655386,0.0990418167997414,0.0,1.084848629948406e-05,2018,1,5,4,15
23.5564492470922,87.2872266038298,1005.3757707630272,140,06/15/2018 11:34:39,06/15/2018 11:36:59,78.0,1.367406490207645,102.43875,37.643353,16.25519,12.883261,3.864086,7.181255500320726,14.208292961120604,0.1464832683068888,0.5106916589361378,0.0,0.0,0.190272455338115,0.0,0.015946554241312,0.1365995058890237,0.0,6.557288522623609e-06,2018,1,5,4,15
23.562842672064217,87.28115624362384,1007.217285362737,217,06/15/2018 11:37:00,06/15/2018 11:40:37,735.0,2.11454337154638,74.94805,23.784082,18.367002,14.489702,14.190914,4.641554308288394,29.815685749053955,0.2234982657889307,0.5641391354285082,0.0,0.0187887902730411,0.1720160076193883,0.0166960474423034,0.0,0.0023865505871055,0.0024752028607225,0.0,2018,1,5,4,15
23.558930384550894,87.27586769682634,1002.156577207358,166,06/15/2018 11:40:38,06/15/2018 11:43:24,1701.0,1.6070497917424622,75.81252,23.105618,17.776756,15.7519455,15.2436905,6.037087810865358,28.23870420455933,0.3058895334063632,0.4526271550841972,0.0,0.0167689370405989,0.1979368416104047,0.0253744814038944,2.2289956672376947e-05,0.0013807614978688,0.0,0.0,2018,1,5,4,15
23.55193170057804,87.27170454479769,1003.5721843572107,172,06/15/2018 11:43:25,06/15/2018 11:46:17,1305.0,1.671046077001754,79.755394,29.809656,19.065779,13.990021,8.842844,5.834721998684527,25.524260997772217,0.1971260080118229,0.5751908312305861,0.0252428653117213,0.0189639277890505,0.1506133210415686,0.0328630466152503,0.0,0.0,0.0,0.0,2018,1,5,4,15
23.547183413979585,87.2747291617347,1005.4676180513496,97,06/15/2018 11:46:18,06/15/2018 11:47:55,129.0,0.94435997028853,86.61943,23.811182,12.853434,5.4178076,4.7374063,10.3656455362349,25.69811582565308,0.131709017393426,0.6621422844992854,0.0319762510602205,0.0,0.1395811790039542,0.0345912680431136,0.0,0.0,0.0,0.0,2018,1,5,4,15
23.54141270657895,87.2853631768421,1005.3528759485127,75,06/15/2018 11:47:56,06/15/2018 11:49:11,31.0,0.7231199601233653,99.29971,26.292929,16.840117,4.395921,3.5265687,13.404704994773898,14.460104703903198,0.1199030418560824,0.6661114521911438,0.0322308988498056,0.0180298527388036,0.1286282657981932,0.0148386631077056,0.0126665740446805,0.0075912514135848,0.0,0.0,2018,1,5,4,15
23.544310079047623,87.29124778495238,1015.0975554821551,104,06/15/2018 11:49:12,06/15/2018 11:50:56,387.0,0.9897307969921622,100.77598,26.38993,15.666507,13.062092,4.4090905,9.7605534087125,13.25278639793396,0.1142056357083398,0.5239855834766443,0.0,0.032926258218694,0.0908830745155281,0.0,0.0,0.2251713012611997,0.0,0.0128281468195939,2018,1,5,4,15
23.547232227500004,87.2926974025,27.140043005384435,7,06/15/2018 11:50:57,06/15/2018 11:51:04,188.0,2.163531462173673,45.11729,12.21421,9.170483,8.494937,7.7052426,3.8771489453813626,-8.952131867408752,0.1054167446509086,0.3796910581291087,0.0,0.0265145167431069,0.0777980840166133,0.0,0.016704883652532,0.3803719217564172,0.0,0.0135027910513129,2018,1,5,4,15
23.5500162609,87.29529833080004,1007.1063725511698,99,02/06/2019 10:21:52,02/06/2019 10:23:31,567.0,0.8110846476483271,93.67488,30.521236,17.584215,9.447952,6.910185,10.172791631655462,-17.957732677459717,0.0727722114081778,0.5710180206962386,0.0,0.0284595688358328,0.0570771156727622,0.0032622643961655,0.0165667757698346,0.25010793296056,0.0,0.0007361102604284,2019,2,5,2,6
23.55515679819149,87.29474237308509,1002.5852167792752,96,02/06/2019 10:23:32,02/06/2019 10:25:08,54.0,0.7895067247059744,95.860725,30.832859,17.409302,9.756368,8.886342,10.443595997238704,-0.4137512668967247,0.0643315069017642,0.6931891507187046,0.0,0.0300616096896843,0.088319609133384,0.0032788682105187,0.0027206911035878,0.1180985642423562,0.0,0.0,2019,2,5,2,6
23.557552859082566,87.28609271201834,1004.0022518614296,109,02/06/2019 10:25:09,02/06/2019 10:26:58,86.0,0.9090661545315106,88.298195,26.9229,16.16722,7.541032,7.5260124,9.211029825140612,19.49083566665649,0.1561798882854446,0.5694452180909498,0.0,0.0,0.1946212226709371,0.0,0.0146331368271209,0.0651205341255473,0.0,0.0,2019,2,5,2,6
23.56281472982143,87.28089084482141,1007.679184119038,168,02/06/2019 10:26:59,02/06/2019 10:29:47,481.0,1.408544865452271,73.02324,22.026567,17.223225,7.5487547,7.365244,5.998090378090649,35.92231273651123,0.2276203802833902,0.5580000778479677,0.0,0.0182616391557977,0.1737912628630988,0.0174131749428623,0.0,0.0024325524028876,0.0024809125039956,0.0,2019,2,5,2,6
23.557085444310346,87.27474194017242,1000.3876196235998,174,02/06/2019 10:29:48,02/06/2019 10:32:42,1437.0,1.459862261198701,59.863605,23.91995,15.742001,10.558146,8.153182,5.749354132463589,35.119709968566895,0.2901428756037282,0.4611368665902079,0.0,0.0164024262199751,0.1925913063143101,0.0397043145363206,2.221073545802575e-05,0.0,0.0,0.0,2019,2,5,2,6
23.550846629058825,87.27190527170588,1002.6492730968456,169,02/06/2019 10:32:43,02/06/2019 10:35:32,467.0,1.4167281386197823,66.9712,19.548025,17.558382,8.646608,6.5073833,5.932835931973739,34.71595525741577,0.1690828675942788,0.6117432850511085,0.0286829171198676,0.016736044284653,0.1392119632507593,0.0345429226993326,0.0,0.0,0.0,0.0,2019,2,5,2,6
23.54488929011111,87.27890864955556,1002.4950433655812,89,02/06/2019 10:35:33,02/06/2019 10:37:02,207.0,0.7471429844788946,84.69132,28.47432,14.509317,7.413906,5.6166563,11.263989238642496,15.828936100006104,0.1459988452432158,0.6717987468176376,0.0323684526646594,0.0,0.1364073888934097,0.0134265663810774,0.0,0.0,0.0,0.0,2019,2,5,2,6
